Composition,Eg_exp,Eg_DFT,delta_Eg,delta_r,delta_chi,pauling_ionicity,VEC,delta_IE,d_fraction,Z_avg,chi_avg,delta_atomic_volume
AgBr,2.52,0.7304,1.7896,0.4500000000000002,1.03,0.23296665194444466,14.0,4.237576,0.5,41.0,2.445,10.786658376100558
AgBr,2.52,0.699,1.8210000000000002,0.4500000000000002,1.03,0.23296665194444466,14.0,4.237576,0.5,41.0,2.445,10.786658376100558
AgBr,2.52,1.1708,1.3492,0.4500000000000002,1.03,0.23296665194444466,14.0,4.237576,0.5,41.0,2.445,10.786658376100558
AgCl,5.13,0.7132,4.4168,0.6000000000000001,1.2300000000000002,0.3149236588531834,14.0,5.391398999999999,0.5,32.0,2.545,12.96849447401867
AgCl,5.13,0.9522,4.1777999999999995,0.6000000000000001,1.2300000000000002,0.3149236588531834,14.0,5.391398999999999,0.5,32.0,2.545,12.96849447401867
AgCl,5.13,0.872,4.258,0.6000000000000001,1.2300000000000002,0.3149236588531834,14.0,5.391398999999999,0.5,32.0,2.545,12.96849447401867
AgCl,5.13,0.4438,4.6861999999999995,0.6000000000000001,1.2300000000000002,0.3149236588531834,14.0,5.391398999999999,0.5,32.0,2.545,12.96849447401867
AgCl,5.13,0.6022,4.5278,0.6000000000000001,1.2300000000000002,0.3149236588531834,14.0,5.391398999999999,0.5,32.0,2.545,12.96849447401867
AgCNO,0.0,1.3019,-1.3019,1.0,1.51,0.4344886992597051,14.0,6.957895999999999,0.25,17.0,2.7399999999999998,16.252505994571198
AgCNO,0.0,2.3532,-2.3532,1.0,1.51,0.4344886992597051,14.0,6.957895999999999,0.25,17.0,2.7399999999999998,16.252505994571198
AgCNO,0.0,3.0696,-3.0696,1.0,1.51,0.4344886992597051,14.0,6.957895999999999,0.25,17.0,2.7399999999999998,16.252505994571198
AgCNO,0.0,2.8161,-2.8161,1.0,1.51,0.4344886992597051,14.0,6.957895999999999,0.25,17.0,2.7399999999999998,16.252505994571198
AgI,3.0247,1.8797,1.1450000000000002,0.20000000000000018,0.7300000000000002,0.1247318653784052,14.0,2.875025999999999,0.5,50.0,2.295,5.663244356871207
AgI,3.0247,1.3877,1.6370000000000002,0.20000000000000018,0.7300000000000002,0.1247318653784052,14.0,2.875025999999999,0.5,50.0,2.295,5.663244356871207
AgI,3.0247,0.7684,2.2563000000000004,0.20000000000000018,0.7300000000000002,0.1247318653784052,14.0,2.875025999999999,0.5,50.0,2.295,5.663244356871207
AgI,3.0247,1.3674,1.6573000000000002,0.20000000000000018,0.7300000000000002,0.1247318653784052,14.0,2.875025999999999,0.5,50.0,2.295,5.663244356871207
AgI,3.0247,1.5986,1.4261000000000001,0.20000000000000018,0.7300000000000002,0.1247318653784052,14.0,2.875025999999999,0.5,50.0,2.295,5.663244356871207
AgI,3.0247,0.9589,2.0658000000000003,0.20000000000000018,0.7300000000000002,0.1247318653784052,14.0,2.875025999999999,0.5,50.0,2.295,5.663244356871207
AgI,3.0247,1.3759,1.6488000000000003,0.20000000000000018,0.7300000000000002,0.1247318653784052,14.0,2.875025999999999,0.5,50.0,2.295,5.663244356871207
AgI,3.0247,1.3143,1.7104000000000001,0.20000000000000018,0.7300000000000002,0.1247318653784052,14.0,2.875025999999999,0.5,50.0,2.295,5.663244356871207
AgN3,3.44,1.5714,1.8686,0.9500000000000001,1.11,0.26510305464422246,14.0,6.957895999999999,0.25,17.0,2.7625,16.006938168815598
AgN3,3.44,1.6315,1.8085,0.9500000000000001,1.11,0.26510305464422246,14.0,6.957895999999999,0.25,17.0,2.7625,16.006938168815598
AgO,1.57,0.116,1.454,1.0,1.51,0.4344886992597051,13.5,6.041821,0.5,27.5,2.685,16.252505994571198
AgO,1.57,0.1826,1.3874,1.0,1.51,0.4344886992597051,13.5,6.041821,0.5,27.5,2.685,16.252505994571198
AgP15,1.47,1.2132,0.2567999999999999,0.6000000000000001,0.26,0.016757996080744575,14.75,2.9104520000000003,0.0625,17.0,2.17375,12.96849447401867
AgSbS2,1.9,1.7448,0.1552,0.6000000000000001,0.6500000000000001,0.1002380044323461,14.5,2.7837760000000005,0.25,32.5,2.285,12.96849447401867
AgSbS2,1.9,1.3127,0.5872999999999999,0.6000000000000001,0.6500000000000001,0.1002380044323461,14.5,2.7837760000000005,0.25,32.5,2.285,12.96849447401867
AgSbS2,1.9,0.0764,1.8235999999999999,0.6000000000000001,0.6500000000000001,0.1002380044323461,14.5,2.7837760000000005,0.25,32.5,2.285,12.96849447401867
AgSbS2,1.9,1.3716,0.5284,0.6000000000000001,0.6500000000000001,0.1002380044323461,14.5,2.7837760000000005,0.25,32.5,2.285,12.96849447401867
AgSbS2,1.9,1.6047,0.2952999999999999,0.6000000000000001,0.6500000000000001,0.1002380044323461,14.5,2.7837760000000005,0.25,32.5,2.285,12.96849447401867
AgTe,0.85,0.2411,0.6089,0.20000000000000018,0.17000000000000015,0.007198962432378719,13.5,1.4335739999999992,0.5,49.5,2.015,5.663244356871207
Al2Cr2O7,0.0,0.0925,-0.0925,0.7999999999999999,1.8299999999999998,0.5670898161093587,13.636363636363637,7.632286,0.18181818181818182,11.818181818181818,2.7836363636363632,10.589261637699991
Al2Ru,0.0,0.0864,-0.0864,0.050000000000000044,0.5900000000000001,0.08334582100777932,11.333333333333334,1.3747309999999997,0.3333333333333333,23.333333333333332,1.8066666666666666,1.0215412111922806
Al2S3,4.1,2.4329,1.6670999999999996,0.25,0.97,0.20960700880260708,14.8,4.3742410000000005,0.0,14.8,2.192,3.992440663937029
Al2S3,4.1,3.0435,1.0564999999999998,0.25,0.97,0.20960700880260708,14.8,4.3742410000000005,0.0,14.8,2.192,3.992440663937029
Al2S3,4.1,2.817,1.2829999999999995,0.25,0.97,0.20960700880260708,14.8,4.3742410000000005,0.0,14.8,2.192,3.992440663937029
Al2S3,4.1,2.0693,2.0306999999999995,0.25,0.97,0.20960700880260708,14.8,4.3742410000000005,0.0,14.8,2.192,3.992440663937029
Al2S3,4.1,1.025,3.0749999999999997,0.25,0.97,0.20960700880260708,14.8,4.3742410000000005,0.0,14.8,2.192,3.992440663937029
Al2Se3,3.1,1.8004,1.2996,0.10000000000000009,0.9399999999999997,0.1982031440330586,14.8,3.766623,0.0,25.6,2.174,1.8106045660189194
Al2Se3,3.1,0.586,2.5140000000000002,0.10000000000000009,0.9399999999999997,0.1982031440330586,14.8,3.766623,0.0,25.6,2.174,1.8106045660189194
Al2Se3,3.1,0.9578,2.1422,0.10000000000000009,0.9399999999999997,0.1982031440330586,14.8,3.766623,0.0,25.6,2.174,1.8106045660189194
Al2Se3,3.1,1.1246,1.9754,0.10000000000000009,0.9399999999999997,0.1982031440330586,14.8,3.766623,0.0,25.6,2.174,1.8106045660189194
Al2Te3,2.2,1.3222,0.8778000000000001,0.1499999999999999,0.49,0.058259010234791964,14.8,3.0240389999999993,0.0,36.4,1.9040000000000004,3.3128094532104324
Al2Te3,2.2,0.683,1.5170000000000001,0.1499999999999999,0.49,0.058259010234791964,14.8,3.0240389999999993,0.0,36.4,1.9040000000000004,3.3128094532104324
Al2Te3,2.2,1.854,0.3460000000000001,0.1499999999999999,0.49,0.058259010234791964,14.8,3.0240389999999993,0.0,36.4,1.9040000000000004,3.3128094532104324
AlAs,0.0,1.5037,-1.5037,0.10000000000000009,0.5700000000000001,0.07801377879468985,14.0,3.8027810000000004,0.0,23.0,1.895,1.8106045660189194
AlAs,0.0,1.687,-1.687,0.10000000000000009,0.5700000000000001,0.07801377879468985,14.0,3.8027810000000004,0.0,23.0,1.895,1.8106045660189194
AlAs,0.0,1.1898,-1.1898,0.10000000000000009,0.5700000000000001,0.07801377879468985,14.0,3.8027810000000004,0.0,23.0,1.895,1.8106045660189194
AlCoO3,0.0,2.5603,-2.5603,0.7500000000000001,1.8299999999999998,0.5670898161093587,14.0,7.632286,0.2,12.8,2.762,9.401216015867456
AlCoO3,0.0,0.0255,-0.0255,0.7500000000000001,1.8299999999999998,0.5670898161093587,14.0,7.632286,0.2,12.8,2.762,9.401216015867456
AlCoO3,0.0,0.8939,-0.8939,0.7500000000000001,1.8299999999999998,0.5670898161093587,14.0,7.632286,0.2,12.8,2.762,9.401216015867456
AlCoO3,0.0,0.8272,-0.8272,0.7500000000000001,1.8299999999999998,0.5670898161093587,14.0,7.632286,0.2,12.8,2.762,9.401216015867456
AlCoO3,0.0,0.3481,-0.3481,0.7500000000000001,1.8299999999999998,0.5670898161093587,14.0,7.632286,0.2,12.8,2.762,9.401216015867456
AlN,5.9,3.2687,2.6313000000000004,0.6,1.43,0.4002395778963621,14.0,8.548361,0.0,10.0,2.325,7.030884358733957
AlN,5.9,4.4175,1.4825,0.6,1.43,0.4002395778963621,14.0,8.548361,0.0,10.0,2.325,7.030884358733957
AlN,5.9,3.3056,2.5944000000000003,0.6,1.43,0.4002395778963621,14.0,8.548361,0.0,10.0,2.325,7.030884358733957
AlN,5.9,4.0467,1.8533,0.6,1.43,0.4002395778963621,14.0,8.548361,0.0,10.0,2.325,7.030884358733957
AlP,3.62,1.6294,1.9906000000000001,0.25,0.5799999999999998,0.08066068243348179,14.0,4.500917,0.0,14.0,1.9,3.992440663937029
AlP,3.62,1.9533,1.6667,0.25,0.5799999999999998,0.08066068243348179,14.0,4.500917,0.0,14.0,1.9,3.992440663937029
AlP,3.62,2.3944,1.2256,0.25,0.5799999999999998,0.08066068243348179,14.0,4.500917,0.0,14.0,1.9,3.992440663937029
AlSb,1.666,0.9179,0.7480999999999999,0.19999999999999996,0.4399999999999997,0.04724739019678892,14.0,2.6226200000000004,0.0,32.0,1.83,4.58881966934349
AlSb,1.666,0.7753,0.8906999999999999,0.19999999999999996,0.4399999999999997,0.04724739019678892,14.0,2.6226200000000004,0.0,32.0,1.83,4.58881966934349
AlSb,1.666,1.2255,0.4404999999999999,0.19999999999999996,0.4399999999999997,0.04724739019678892,14.0,2.6226200000000004,0.0,32.0,1.83,4.58881966934349
As2O3,4.0,3.4494,0.5506000000000002,0.5499999999999999,1.2599999999999998,0.3275987376029972,15.6,3.8295049999999993,0.0,18.0,2.936,5.46584761847064
As2O3,4.0,1.4491,2.5509,0.5499999999999999,1.2599999999999998,0.3275987376029972,15.6,3.8295049999999993,0.0,18.0,2.936,5.46584761847064
As2O3,4.0,3.0503,0.9497,0.5499999999999999,1.2599999999999998,0.3275987376029972,15.6,3.8295049999999993,0.0,18.0,2.936,5.46584761847064
As2O3,4.0,3.6287,0.3713000000000002,0.5499999999999999,1.2599999999999998,0.3275987376029972,15.6,3.8295049999999993,0.0,18.0,2.936,5.46584761847064
As2O3,4.0,3.6206,0.37939999999999996,0.5499999999999999,1.2599999999999998,0.3275987376029972,15.6,3.8295049999999993,0.0,18.0,2.936,5.46584761847064
As2O3,4.0,3.3787,0.6213000000000002,0.5499999999999999,1.2599999999999998,0.3275987376029972,15.6,3.8295049999999993,0.0,18.0,2.936,5.46584761847064
As2O3,4.0,3.6306,0.3694000000000002,0.5499999999999999,1.2599999999999998,0.3275987376029972,15.6,3.8295049999999993,0.0,18.0,2.936,5.46584761847064
As2O3,4.0,4.0339,-0.03390000000000004,0.5499999999999999,1.2599999999999998,0.3275987376029972,15.6,3.8295049999999993,0.0,18.0,2.936,5.46584761847064
As2O3,4.0,4.0234,-0.023399999999999643,0.5499999999999999,1.2599999999999998,0.3275987376029972,15.6,3.8295049999999993,0.0,18.0,2.936,5.46584761847064
As2O3,4.0,3.7495,0.25050000000000017,0.5499999999999999,1.2599999999999998,0.3275987376029972,15.6,3.8295049999999993,0.0,18.0,2.936,5.46584761847064
As2S3,1.89,1.9873,-0.09730000000000016,0.1499999999999999,0.3999999999999999,0.03921056084767682,15.6,0.5714600000000001,0.0,22.8,2.4200000000000004,2.1818360979181097
As2S3,1.89,2.0989,-0.20890000000000009,0.1499999999999999,0.3999999999999999,0.03921056084767682,15.6,0.5714600000000001,0.0,22.8,2.4200000000000004,2.1818360979181097
As2Se3,1.84,0.6003,1.2397,0.0,0.36999999999999966,0.033645949486530435,15.6,0.036158000000000357,0.0,33.6,2.402,0.0
As2Se3,1.84,1.4466,0.39339999999999997,0.0,0.36999999999999966,0.033645949486530435,15.6,0.036158000000000357,0.0,33.6,2.402,0.0
AsBr3,2.6,3.1271,-0.5270999999999999,0.0,0.7799999999999998,0.14109761379215235,16.5,2.0252599999999994,0.0,34.5,2.7649999999999997,0.0
AsI3,2.29,2.2375,0.05250000000000021,0.25,0.48,0.05597251708216433,16.5,0.6627099999999988,0.0,48.0,2.54,5.123414019229352
AsSeI,1.76,1.2345,0.5255000000000001,0.25,0.48,0.05597251708216433,16.0,0.6988679999999992,0.0,40.0,2.4633333333333334,5.123414019229352
AuBrO2,0.0,0.7129,-0.7129,0.7500000000000001,0.8999999999999999,0.18331351740188917,15.0,4.392500999999999,0.25,32.5,3.0949999999999998,9.401216015867456
B2O3,4.9,4.1254,0.7746000000000004,0.25,1.4,0.3873736058155839,14.8,5.320036,0.0,6.8,2.88,1.6676621002805816
B2O3,4.9,4.231,0.6690000000000005,0.25,1.4,0.3873736058155839,14.8,5.320036,0.0,6.8,2.88,1.6676621002805816
B2O3,4.9,4.1765,0.7235000000000005,0.25,1.4,0.3873736058155839,14.8,5.320036,0.0,6.8,2.88,1.6676621002805816
B2O3,4.9,4.4301,0.4699,0.25,1.4,0.3873736058155839,14.8,5.320036,0.0,6.8,2.88,1.6676621002805816
B2O3,4.9,4.4793,0.4207000000000001,0.25,1.4,0.3873736058155839,14.8,5.320036,0.0,6.8,2.88,1.6676621002805816
B2O3,4.9,6.3017,-1.4017,0.25,1.4,0.3873736058155839,14.8,5.320036,0.0,6.8,2.88,1.6676621002805816
B2O3,4.9,8.3751,-3.4750999999999994,0.25,1.4,0.3873736058155839,14.8,5.320036,0.0,6.8,2.88,1.6676621002805816
B4C,1.64,3.0415,-1.4015000000000002,0.15000000000000002,0.5099999999999998,0.06295596301634976,13.2,2.962268999999999,0.0,5.2,2.1420000000000003,1.1356857442727102
B4C,1.64,1.5149,0.1251,0.15000000000000002,0.5099999999999998,0.06295596301634976,13.2,2.962268999999999,0.0,5.2,2.1420000000000003,1.1356857442727102
B6P,3.3,2.4757,0.8243,0.15000000000000002,0.1499999999999999,0.005609209308919061,13.285714285714286,2.1886670000000006,0.0,6.428571428571429,2.0614285714285714,1.6163494202719488
Ba12In4S19,2.56,1.978,0.5820000000000001,1.15,1.69,0.5103306932999543,10.857142857142858,5.148345400000001,0.0,33.48571428571429,1.9091428571428573,37.440977646707545
Ba2BiSbO6,0.0,1.7228,-1.7228,1.5499999999999998,2.55,0.8032113561415081,13.0,8.4063904,0.0,29.4,2.649,40.72498916726008
Ba2BiSbO6,0.0,1.7746,-1.7746,1.5499999999999998,2.55,0.8032113561415081,13.0,8.4063904,0.0,29.4,2.649,40.72498916726008
Ba2BiSbO6,0.0,1.6958,-1.6958,1.5499999999999998,2.55,0.8032113561415081,13.0,8.4063904,0.0,29.4,2.649,40.72498916726008
Ba2BiSbO6,0.0,1.6439,-1.6439,1.5499999999999998,2.55,0.8032113561415081,13.0,8.4063904,0.0,29.4,2.649,40.72498916726008
Ba2BiSbO6,0.0,0.3197,-0.3197,1.5499999999999998,2.55,0.8032113561415081,13.0,8.4063904,0.0,29.4,2.649,40.72498916726008
Ba2CoWO6,0.0,1.8427,-1.8427,1.5499999999999998,2.55,0.8032113561415081,11.5,8.4063904,0.2,26.1,2.666,40.72498916726008
Ba2FeMoO6,0.0,0.8641,-0.8641,1.5499999999999998,2.55,0.8032113561415081,11.4,8.4063904,0.2,22.8,2.641,40.72498916726008
Ba2FeMoO6,0.0,0.7715,-0.7715,1.5499999999999998,2.55,0.8032113561415081,11.4,8.4063904,0.2,22.8,2.641,40.72498916726008
Ba2FeMoO6,0.0,0.9037,-0.9037,1.5499999999999998,2.55,0.8032113561415081,11.4,8.4063904,0.2,22.8,2.641,40.72498916726008
Ba2GaBiSe5,2.21,1.7506,0.45940000000000003,1.0,1.6599999999999997,0.497871893693153,12.444444444444445,4.540727400000001,0.0,44.0,2.04,35.25914154878944
Ba2GaBiTe5,1.43,1.0652,0.3648,0.8499999999999999,1.21,0.3065145361435566,12.444444444444445,3.7981434,0.0,54.0,1.79,32.426995771578234
Ba2GaSbSe5,2.51,1.8067,0.7032999999999998,1.0,1.6599999999999997,0.497871893693153,12.444444444444445,4.540727400000001,0.0,40.44444444444444,2.0433333333333334,35.25914154878944
Ba2GaSbTe5,1.66,0.9728,0.6871999999999999,0.8499999999999999,1.21,0.3065145361435566,12.444444444444445,3.7981434,0.0,50.44444444444444,1.7933333333333334,32.426995771578234
Ba2HgS5,2.4,1.6693,0.7306999999999999,1.15,1.69,0.5103306932999543,12.0,5.225839400000001,0.125,34.0,2.085,37.440977646707545
Ba2In2S5,2.47,1.8679,0.6021000000000003,1.15,1.69,0.5103306932999543,12.222222222222221,5.148345400000001,0.0,32.22222222222222,2.026666666666667,37.440977646707545
Ba2In2Se5,2.12,1.281,0.8390000000000002,1.0,1.6599999999999997,0.497871893693153,12.222222222222221,4.540727400000001,0.0,42.22222222222222,2.01,35.25914154878944
Ba2InSbSe5,1.92,0.768,1.152,1.0,1.6599999999999997,0.497871893693153,12.444444444444445,4.540727400000001,0.0,42.44444444444444,2.04,35.25914154878944
Ba2NdGaS5,2.12,1.8105,0.3095000000000001,1.15,1.69,0.5103306932999543,11.11111111111111,5.148345400000001,0.0,31.444444444444443,1.9588888888888891,37.440977646707545
Ba2ScTaO6,4.19,3.0173,1.1727000000000003,1.5499999999999998,2.55,0.8032113561415081,10.8,8.4063904,0.2,25.4,2.528,40.72498916726008
Ba2Si5N8,4.1,2.8816,1.2183999999999995,1.5,2.15,0.6851393125352938,12.933333333333334,9.322465399999999,0.0,15.866666666666667,2.3733333333333335,40.47942134150448
Ba2SmTaO6,3.02,3.3634,-0.3433999999999999,1.5499999999999998,2.55,0.8032113561415081,10.8,8.4063904,0.1,29.5,2.509,40.72498916726008
Ba2SnSe4,1.9,1.2646,0.6354,1.0,1.6599999999999997,0.497871893693153,11.714285714285714,4.540727400000001,0.0,42.57142857142857,1.9914285714285713,35.25914154878944
Ba2SnSe5,1.8,1.3443,0.4557,1.0,1.6599999999999997,0.497871893693153,12.25,4.540727400000001,0.0,41.5,2.0612500000000002,35.25914154878944
Ba2SnSe5,1.8,1.0872,0.7128000000000001,1.0,1.6599999999999997,0.497871893693153,12.25,4.540727400000001,0.0,41.5,2.0612500000000002,35.25914154878944
Ba2UCuO6,0.0,0.0731,-0.0731,1.5499999999999998,2.55,0.8032113561415081,11.4,8.4063904,0.1,28.1,2.5700000000000003,40.72498916726008
